21 1 3 1 4 1 2 1 4 3 3 2 1 1 1 2 -0.354124049783258 0.338133222444885 -0.756494427872811 2.3038186979064 0.370663193884552 1.10441786886244 -0.824222114266229 -1.08705431813074 "TMe-104" "Purple" "Totally pigmented" 1 14
27 1 1 1 4 3 2 4 2 2 3 5 2 2 2 2 -0.484216741719341 -1.17958930490473 -0.138764009767748 -0.892809159882478 -0.467116315357285 -0.810336726415281 -0.824222114266229 0.919746214202744 "TMe-107" "Purple" "Totally pigmented" 0.96 3
32 1 3 1 5 4 1 4 2 5 3 5 1 1 1 2 0.426432101833242 0.599809520263784 -0.0946404084745287 1.00518863067967 0.595433306120167 0.52959506075629 -0.824222114266229 0.0454964773445945 "TMe-108" "Purple" "Totally pigmented" 1.66666666666667 13.2
75 1 5 2 4 3 1 3 1 1 3 3 1 2 2 2 -0.484216741719341 -0.970248266649613 -0.271134813647404 -0.543177987936819 -0.303647142822292 -0.575452234137425 0.0629559237167238 -0.252543205675229 "TMe-117" "Green purple" "Top part" 1.05 5.2
110 1 1 1 4 1 2 1 4 1 3 5 2 3 2 2 -1.26477289333584 -1.75527716010631 -0.624123623993154 -0.842861849604527 -0.712320074159774 -0.872774376261294 -0.824222114266229 0.403144096968382 "TMe-123" "Purple" "Totally pigmented" 0.65 2.8
151 1 3 2 4 4 3 4 2 3 1 2 1 1 1 1 -0.874494817527591 0.599809520263784 -0.932988833045686 0.00624242512064502 -0.89622289326164 -0.203799556482588 -0.824222114266229 -1.64339505976774 "TMe-130" "Green purple" "Central part" 1.2 2.4
162 1 3 3 5 4 3 5 1 5 1 4 2 1 2 2 -0.354124049783258 -0.446895671011814 -0.80061802916603 -0.593125298214771 -0.712320074159774 -0.738979412305553 1.39372298069115 -0.530713576493731 "TMe-132" "Green purple" "Central part" 0.6 3.6
199 1 5 1 5 4 1 4 2 5 1 5 2 1 2 1 2.50791517281057 1.22783263502914 -0.0505168071813099 0.0262213492318256 0.51369871985267 -0.239478213537452 0.950133961699676 -0.411497703285801 "TMe-138" "Light green" "Absent" 1.04 12.2
219 1 3 1 4 2 2 1 4 1 3 1 2 1 1 2 -0.874494817527591 0.599809520263784 -1.02123603563212 -0.293441436547063 -0.998391126096011 -0.501121698606457 0.0629559237167238 -1.54404849876113 "TMe-141" "Purple" "Totally pigmented" 0.8 1.8
259 1 3 1 4 1 2 1 4 1 3 4 2 4 2 1 -1.13468020139976 -1.23192456446851 -1.15360683951178 -1.14254571127223 -1.22316123833163 -1.21469483970374 -0.380633095274753 0.283928223760454 "TMe-148" "Purple" "Totally pigmented" 0.1 0.2
271 1 3 2 4 2 2 2 1 3 3 4 1 1 1 2 -0.744402125591508 -0.446895671011814 -0.932988833045686 -0.493230677658868 -0.855355600127892 -0.679514983880779 0.0629559237167238 -1.6036564353651 "TMe-150" "Purple" "Totally pigmented" 0.6 2.8
294 1 5 1 2 2 2 2 1 5 3 1 1 1 1 2 -1.39486558527192 -1.49360086228741 -1.15360683951178 -1.09259840099428 -1.22316123833163 -1.15523041127897 -0.380633095274753 -0.0935887080646571 "TMe-154" "Purple" "Totally pigmented" 0.2 0.2
298 1 1 1 4 3 2 1 4 1 3 1 1 4 1 2 -1.00458750946367 0.0764569246259852 -1.02123603563212 -0.493230677658868 -1.03925841922976 -0.620050555456005 -0.380633095274753 0.820399653196136 "TMe-155" "Purple" "Totally pigmented" 0.8 1.4
314 1 3 1 4 3 2 2 2 5 3 5 1 1 2 2 0.166246717961075 0.250907789838583 -0.535876421406717 0.0728388388245785 -0.181045263421048 -0.22362103262418 0.950133961699676 0.581967906780278 "TMe-158" "Green purple" "Top part" 1 7.6
321 1 3 2 2 1 2 1 4 1 4 5 2 4 1 2 -0.614309433655424 -1.10108641555906 -0.844741630459249 -0.917782815021454 -0.875789246694766 -0.991703233110841 0.5065449427082 -0.391628391084481 "TMe-160" "Green purple" "Top and bottom" 0.4 2.2
325 1 3 1 4 1 2 1 4 3 3 5 1 4 2 2 0.296339409897159 -0.551566190139373 -0.535876421406717 -0.932767008104839 -0.6918864275929 -0.941158468949783 1.83731199968263 -1.52417918655981 "TMe-161" "Purple" "Totally pigmented" 0.6 2.6
341 1 5 1 5 2 1 2 2 5 1 5 2 1 2 2 -0.224031357847174 -0.272444805799216 -0.844741630459249 -0.859510953030511 -0.89622289326164 -0.917372697579874 0.5065449427082 0.522359970176312 "TMe-167" "Green purple" "Top and bottom" 0.533333333333333 2
350 1 1 1 4 3 2 3 2 1 3 4 2 4 1 2 -0.614309433655424 -1.28425982403229 -0.580000022699936 -1.03266162866074 -0.814488306994144 -1.01251578305951 0.5065449427082 0.99922346300803 "TMe-170" "Purple" "Totally pigmented" 0.56 1.6
403 1 3 1 5 4 1 3 1 5 3 2 2 1 2 2 -0.0939386659110911 -0.0979939405866126 -0.80061802916603 -0.360037850250996 -0.569284548191655 -0.600229079314413 -0.824222114266229 -0.312151142279193 "TMe-182" "Purple" "Totally pigmented" 0.6 5
454 1 5 2 4 4 1 3 1 5 3 5 1 4 2 1 0.0361540260249922 -0.446895671011814 -0.580000022699936 -0.618098953353746 -0.507983608491033 -0.724113305199359 -0.380633095274753 0.939615526404065 "TMe-191" "Purple" "Totally pigmented" 0.7 4.6
498 1 1 1 5 1 1 1 4 1 3 4 1 4 2 1 0.946802869577575 1.29761298111418 -0.535876421406717 0.00624242512064502 -0.221912556554796 -0.263263984907362 0.0629559237167238 -0.173065956869943 "TMe-200" "Purple" "Totally pigmented" 1 7.2
512 1 1 2 4 1 2 1 4 1 3 2 1 1 2 2 -1.00458750946367 -1.31914999707481 -0.844741630459249 -0.992703780438381 -0.977957479529137 -0.996658602146239 0.0629559237167238 -0.0538500836620134 "TMe-203" "Purple" "Totally pigmented" 0.533333333333333 1.2
520 1 1 1 4 3 1 3 1 1 3 4 1 2 2 1 -0.874494817527591 -0.708571968830713 -0.712370826579592 -0.443283367380917 -0.732753720726648 -0.501121698606457 -0.380633095274753 0.780661028793493 "TMe-204" "Purple" "Totally pigmented" 1.1 3
534 1 3 2 4 1 2 1 4 5 3 2 1 1 2 2 -1.26477289333584 -0.970248266649613 -0.844741630459249 0.00624242512064502 -0.855355600127892 -0.0848706996330406 -0.824222114266229 1.03896208741067 "TMe-206" "Purple" "Totally pigmented" 1.6 2.4
552 1 3 1 4 3 1 4 2 3 1 4 2 1 1 2 -0.224031357847174 -0.272444805799216 -0.844741630459249 -0.593125298214771 -0.732753720726648 -0.758800888447145 -0.380633095274753 -0.590321513097697 "TMe-212" "Green purple" "Central part" 0.533333333333333 3.6
634 1 3 2 4 1 1 1 4 3 3 4 1 4 2 2 -0.744402125591508 -1.23192456446851 -0.80061802916603 -0.917782815021454 -0.855355600127892 -0.976837126004648 -0.380633095274753 -0.173065956869943 "TMe-237" "Purple" "Totally pigmented" 0.45 2.2
691 1 3 1 5 2 1 1 4 5 5 4 1 1 1 2 -0.744402125591508 -1.23192456446851 -0.535876421406717 -0.543177987936819 -0.426249022223537 -0.664648876774585 -0.380633095274753 0.919746214202744 "TMe-261" "Purple" "Totally pigmented" 0.75 5.2
696 1 3 1 5 4 3 6 2 3 3 5 1 4 2 1 0.426432101833242 0.599809520263784 -0.182887611060966 0.172733459380481 0.0437248488145669 -0.00558479506667446 -0.824222114266229 -0.0339807714606915 "TMe-266" "Purple" "Totally pigmented" 1.53333333333333 8.2
697 1 3 1 4 1 1 1 4 3 5 4 2 4 1 2 -1.00458750946367 -0.970248266649613 -1.02123603563212 -0.742967229048624 -0.998391126096011 -0.887640483367487 -0.824222114266229 0.760791716592172 "TMe-267" "Red" "Totally pigmented" 0.4 1.8
700 1 1 2 5 4 1 3 1 1 3 5 2 4 1 1 0.686617485705409 0.207295073535435 -0.359382016233842 -0.218520471130136 -0.0788770305866776 -0.411925055969297 -0.380633095274753 0.50249065797499 "TMe-269" "Green purple" "Central part" 0.95 7.8
702 1 3 2 5 4 3 4 2 3 3 5 1 4 1 1 1.07689556151366 0.0764569246259852 -0.182887611060966 -0.17356789187998 0.248061314483308 -0.394085727441864 -0.380633095274753 1.1581779606186 "TMe-270" "Purple" "Totally pigmented" 0.92 10.2
707 1 3 1 5 4 1 5 2 5 3 4 2 4 1 2 0.0361540260249922 0.0764569246259852 0.170101199284784 1.63785456086706 1.10627447029202 1.02513196429607 -0.824222114266229 -1.4248326255532 "TMe-274" "Purple" "Totally pigmented" 2.06666666666667 17
709 1 3 1 5 3 2 3 2 5 1 5 2 1 1 1 0.166246717961075 0.250907789838583 -0.756494427872811 -0.659721711918704 -0.732753720726648 -0.758800888447145 -0.380633095274753 0.641575843384242 "TMe-275" "Green purple" "Top part" 0.666666666666667 3.2
717 1 1 1 4 3 2 4 2 4 3 2 2 4 2 1 -1.00458750946367 -0.970248266649613 -0.844741630459249 -0.892809159882478 -0.977957479529137 -0.8579082691551 -0.380633095274753 0.562098594578956 "TMe-276" "Purple" "Totally pigmented" 0.8 1.2
766 1 4 2 2 1 1 1 4 4 1 2 2 4 1 2 -1.39486558527192 -1.75527716010631 -1.10948323821856 -1.04265109071633 -1.161860298631 -1.12549819706658 -0.824222114266229 -1.74274162077435 "TMe-289" "Green purple" "Central part" 0.2 0.6
770 1 3 1 5 5 2 5 2 3 4 5 2 2 2 2 0.556524793769325 -0.342225151884254 -0.182887611060966 -0.55316744999241 -0.1401779702873 -0.620050555456005 0.950133961699676 0.105104413948559 "TMe-290" "Green purple" "Central part" 0.92 6.4
797 1 3 2 5 4 1 3 1 3 1 4 1 1 1 2 -0.224031357847174 -0.970248266649613 -1.10948323821856 -0.992703780438381 -1.01882477266288 -1.13144463990906 0.5065449427082 -0.689668074104304 "TMe-294" "Green purple" "Top part" 0.08 2
831 1 3 2 4 3 2 3 1 1 3 2 1 1 1 2 -1.26477289333584 -1.49360086228741 -1.15360683951178 -0.94275647016043 -1.14142665206413 -1.0957659828542 -0.824222114266229 0.860138277598779 "TMe-298" "Purple" "Totally pigmented" 0.1 1
839 1 3 1 5 5 1 6 1 3 1 4 2 1 1 2 0.686617485705409 0.948711250688985 0.258348401871222 1.17167966493951 0.86107071148953 0.787274250596974 0.0629559237167238 -0.133327332467299 "TMe-299" "Green purple" "Central part" 2.2 14.2
846 1 3 1 5 1 1 2 1 5 1 4 2 1 1 2 -0.0939386659110911 -0.0979939405866126 -0.844741630459249 -0.62642350506674 -0.753187367293522 -0.778622364588734 -0.380633095274753 0.701183779988206 "TMe-300" "Green purple" "Central part" 0.533333333333333 3.4
871 1 1 2 5 1 1 1 4 1 3 3 1 4 2 2 -1.00458750946367 -1.49360086228741 -0.977112434338905 -1.04265109071633 -1.03925841922976 -1.11063208996039 -0.380633095274753 0.383274784767062 "TMe-304" "Purple" "Totally pigmented" 0.25 1.2
878 1 3 2 5 4 1 4 2 1 1 5 1 4 1 1 0.686617485705409 0.948711250688985 -0.932988833045686 -0.293441436547063 -0.589718194758529 -0.620050555456005 0.0629559237167238 1.29726314602785 "TMe-305" "Green purple" "Central part" 0.4 5.4
889 1 5 1 5 4 2 4 2 5 1 5 1 1 1 2 0.686617485705409 0.207295073535435 -0.535876421406717 -0.318415091686038 -0.24234620312167 -0.530853912818844 0.0629559237167238 -0.669798761902983 "TMe-307" "Green purple" "Top part" 0.75 7
927 1 3 2 5 4 2 2 1 3 3 2 1 4 1 1 -1.00458750946367 -0.970248266649613 -0.580000022699936 0.00624242512064502 -0.487549961924159 -0.144335128057814 -0.824222114266229 0.403144096968382 "TMe-314" "Purple" "Totally pigmented" 1.4 4.8
938 1 3 2 4 2 2 1 4 5 1 2 2 1 2 1 -1.00458750946367 0.0764569246259852 -0.844741630459249 0.605610148456061 -0.732753720726648 0.271915870915602 -0.824222114266229 0.721053092189528 "TMe-315" "Green purple" "Central part" 1.6 3.6
954 1 5 2 4 4 1 4 1 5 3 5 1 1 1 1 -0.0939386659110911 -0.0979939405866126 -0.80061802916603 -0.659721711918704 -0.753187367293522 -0.778622364588734 -0.380633095274753 0.423013409169704 "TMe-318" "Purple" "Totally pigmented" 0.6 3.2
971 1 3 2 4 3 2 4 2 3 1 3 2 1 1 2 -0.874494817527591 0.599809520263784 -0.80061802916603 0.106137045676548 -0.814488306994144 0.0340581572165072 -0.824222114266229 0.959484838605387 "TMe-321" "Green purple" "Central part" 1.8 2.6
1047 1 5 1 5 4 1 4 2 5 1 5 2 1 1 1 1.59726632925799 1.12316211590158 -0.0505168071813099 -0.0437048851573063 0.207194021349559 -0.203799556482588 0.5065449427082 0.820399653196136 "TMe-332" "Green purple" "Central part" 1.3 9.2
1063 1 3 1 5 3 1 2 3 3 1 5 2 4 1 1 1.85745171313016 0.704480039391344 0.346595604457659 0.00624242512064502 0.677167892387663 -0.144335128057814 -0.380633095274753 0.204450974955167 "TMe-334" "Green purple" "Central part" 1.4 12
1074 1 5 1 5 4 1 4 2 5 1 5 2 2 2 2 -0.224031357847174 -0.708571968830713 1.00844962385594 -0.0437048851573063 0.697601538954537 0.152987014066055 -0.380633095274753 0.820399653196136 "TMe-336" "Purple" "Totally pigmented" 2.5 9.2
1089 1 1 1 5 2 2 1 4 1 1 5 1 4 2 2 1.59726632925799 1.12316211590158 -0.0946404084745287 -0.443283367380917 -0.1401779702873 -0.456523377287877 -0.824222114266229 1.41647901923578 "TMe-339" "Green purple" "Central part" 1.25 6
1097 1 5 1 5 4 1 4 2 5 1 5 1 1 1 1 1.59726632925799 0.495139001136224 1.22906763032204 -0.153588967768799 0.922371651190152 -0.00162049983835717 1.39372298069115 0.99922346300803 "TMe-340" "Green purple" "Top part" 2.2 10.4
1145 1 3 1 5 4 2 3 2 3 1 5 2 4 1 2 -0.614309433655424 -0.795797401437015 -0.315258414940623 -0.160248609139191 -0.221912556554796 -0.263263984907362 -0.824222114266229 -1.18640087913734 "TMe-347" "Green purple" "Top part" 1.33333333333333 6.2
1170 1 1 1 5 3 2 3 2 4 3 3 1 4 2 2 -1.00458750946367 0.0764569246259852 -0.977112434338905 -0.493230677658868 -1.01882477266288 -0.560586127031231 0.0629559237167238 -0.153196644668621 "TMe-352" "Purple" "Totally pigmented" 1 1.4
1173 1 3 2 1 4 1 4 2 3 3 5 1 1 1 1 1.07689556151366 0.599809520263784 -0.0946404084745287 0.805399389567866 0.881504358056404 0.286781978021796 0.5065449427082 0.0256271651432726 "TMe-353" "Purple" "Totally pigmented" 1.25 16
1209 1 3 1 5 4 1 4 2 5 1 5 1 1 2 2 1.20698825344974 0.730647669173234 1.44968563678813 0.330899941927328 1.20844270312639 0.524639691720891 0.950133961699676 0.581967906780278 "TMe-359" "Green purple" "Top part" 3 12.2
1218 1 5 1 5 4 1 5 2 5 1 5 2 1 1 2 1.59726632925799 1.12316211590158 1.22906763032204 0.305926286788353 1.08584082372514 0.43544304908373 1.39372298069115 0.224320287156488 "TMe-360" "Green purple" "Top part" 2.75 12
1224 1 1 1 5 4 1 6 2 3 1 5 1 1 2 2 0.946802869577575 2.95489620063388 0.346595604457659 0.855346699845817 0.288928607617056 0.985489012012888 1.83731199968263 0.62170653118292 "TMe-361" "Green purple" "Central part" 3.5 8.2
1229 1 3 1 5 4 1 6 2 5 1 4 1 4 1 2 1.72735902119408 1.25400026481103 1.67030364325422 0.680531113872988 1.596681987897 0.807095726738567 0.0629559237167238 -1.74274162077435 "TMe-362" "Green purple" "Top and bottom" 3.25 15
1234 1 5 1 5 4 1 5 2 5 1 5 1 1 1 1 0.426432101833242 0.599809520263784 1.53793283937457 1.00518863067967 1.35147822909451 1.26298967799516 -0.824222114266229 -0.312151142279193 "TMe-363" "Green purple" "Central part" 4.13333333333333 13.2
1243 1 1 2 4 1 2 1 4 1 1 2 1 2 1 2 -1.26477289333584 -1.49360086228741 -1.10948323821856 -1.04265109071633 -1.161860298631 -1.12549819706658 -0.824222114266229 0.0653657895459163 "TMe-365" "Green purple" "Central part" 0.2 0.6
1250 1 1 1 5 4 2 4 2 1 3 4 1 4 1 2 -0.224031357847174 -0.708571968830713 -0.0946404084745287 -0.19354681599116 0.0641584953814409 -0.307862306225942 -0.824222114266229 0.462752033572348 "TMe-368" "Purple" "Totally pigmented" 1.25 8
1252 1 3 1 5 1 1 2 1 1 3 4 1 1 2 1 0.426432101833242 0.599809520263784 0.125977597991565 0.172733459380481 0.186760374782685 0.133165537924462 0.5065449427082 -1.22613950353999 "TMe-369" "Green purple" "Central part" 2 8.2
1270 1 3 2 5 4 1 4 2 5 1 5 2 1 1 2 0.816710177641492 -0.132884113629134 3.52349489756941 1.64451420223745 3.82394946368627 1.68716926742522 -0.824222114266229 0.204450974955167 "TMe-373" "Green purple" "Top part" 4.28 28.4
1279 1 3 2 5 5 1 5 2 5 1 4 1 1 1 2 0.556524793769325 0.0764569246259852 0.170101199284784 0.430794562483231 0.697601538954537 0.152987014066055 -0.824222114266229 -0.351889766681837 "TMe-376" "Green purple" "Central part" 1.55 13
1284 1 1 1 5 1 2 1 4 1 3 5 1 4 2 2 -0.744402125591508 -1.23192456446851 -0.756494427872811 -0.568151643075795 -0.548850901624781 -0.753845519411746 -0.380633095274753 1.058831399612 "TMe-377" "Green purple" "Central part" 0.5 5
1289 1 3 2 5 5 2 4 2 3 1 4 1 1 1 2 0.166246717961075 -0.316057522102364 0.346595604457659 0.305926286788353 0.677167892387663 0.138120906959861 -0.824222114266229 -0.153196644668621 "TMe-378" "Red" "Totally pigmented" 1.75 12
1294 1 3 1 4 3 1 3 2 1 3 5 1 4 2 1 0.0361540260249922 -0.760907228394493 1.00844962385594 -0.653062070548312 0.30936225418393 -0.358407070387 0.0629559237167238 0.880007589800101 "TMe-380" "Purple" "Totally pigmented" 2 5.4
1298 1 1 1 4 1 1 1 4 2 3 5 2 1 2 1 0.0361540260249922 -0.446895671011814 -0.535876421406717 -0.568151643075795 -0.446682668790411 -0.679514983880779 -0.824222114266229 -0.113458020265978 "TMe-381" "Purple" "Totally pigmented" 0.75 5
1299 1 3 1 5 4 1 5 2 3 1 5 2 1 2 1 0.556524793769325 0.774260385476382 -0.580000022699936 0.971890423827702 0.350229547317678 0.291737347057195 0.0629559237167238 -0.490974952091089 "TMe-382" "Green purple" "Central part" 0.933333333333333 13
1300 1 1 2 5 2 1 2 1 1 3 5 1 4 1 1 -0.874494817527591 -1.36276271337796 -0.624123623993154 -1.09259840099428 -0.916656539828514 -1.02143544732323 -0.824222114266229 1.35687108263182 "TMe-383" "Purple" "Totally pigmented" 0.65 0.8
1301 1 3 2 5 4 1 4 3 5 1 4 1 1 2 1 0.0361540260249922 0.0764569246259852 -0.535876421406717 -0.0270557817313242 -0.24234620312167 -0.283085461048954 0.5065449427082 -0.808883947312233 "TMe-385" "Green purple" "Central part" 1 7
1302 1 5 2 5 4 1 4 2 5 3 2 1 4 2 2 -1.00458750946367 -1.49360086228741 -0.271134813647404 -0.0686785402962819 0.0845921419483149 -0.292996199119749 -0.824222114266229 0.224320287156488 "TMe-386" "Purple" "Totally pigmented" 1.05 9
1303 1 3 2 5 3 1 3 2 3 3 2 1 1 1 1 -0.744402125591508 -0.970248266649613 0.434842807044097 -0.19354681599116 0.105025788515189 0.0538796333580994 -0.824222114266229 -0.550582888695053 "TMe-387" "Purple" "Totally pigmented" 2.46666666666667 6
1304 1 3 1 5 3 1 3 2 5 1 5 1 1 2 1 0.0361540260249922 -0.446895671011814 1.22906763032204 0.455768217622207 1.20844270312639 0.524639691720891 0.5065449427082 -0.0339807714606915 "TMe-388" "Purple" "Totally pigmented" 2.75 13.2
1306 1 3 1 5 4 1 3 2 5 1 4 1 1 2 1 0.556524793769325 2.16986730717718 2.33215766265251 3.65239607541109 2.35272691087134 3.98844264746397 -0.824222114266229 -0.451236327688445 "TMe-390" "Green purple" "Central part" 8 19.4
1307 1 3 2 5 3 1 4 3 5 1 4 1 1 2 1 -0.224031357847174 -0.272444805799216 2.33215766265251 1.27157428549541 1.88275303983323 1.77834805767655 -0.824222114266229 -0.868491883916198 "TMe-391" "Green purple" "Top part" 5.33333333333333 14.8
1308 1 1 2 4 1 2 2 1 1 3 2 2 4 2 2 -1.26477289333584 -1.49360086228741 -1.15360683951178 -1.09259840099428 -1.20272759176475 -1.18496262549136 -0.824222114266229 0.860138277598779 "TMe-394" "Purple" "Totally pigmented" 0.1 0.4
1309 1 3 1 4 4 1 4 2 1 3 5 1 2 2 1 0.816710177641492 0.338133222444885 1.00844962385594 0.255978976510402 0.942805297757026 0.331380299340376 -0.824222114266229 1.03896208741067 "TMe-396" "Purple" "Totally pigmented" 2.5 11.6
1312 1 3 1 1 4 1 5 2 5 1 5 2 1 2 2 1.72735902119408 1.25400026481103 3.69998930274229 4.0519745576347 5.2951720165012 3.49786111295958 -0.824222114266229 0.144843038351202 "TMe-399" "Green purple" "Top part" 5.55 42
1316 1 5 1 5 4 1 4 2 5 1 3 1 4 2 1 0.166246717961075 1.38483841372048 -0.977112434338905 -0.643072608492722 -0.937090186395388 -0.798443840730326 -0.824222114266229 -1.66326437196906 "TMe-402" "Green purple" "Central part" 0.5 2.2
1317 1 3 2 5 2 1 3 2 1 3 3 1 4 2 2 -1.13468020139976 -1.23192456446851 -0.624123623993154 -0.343388746825014 -0.651019134459151 -0.38219284175691 -0.380633095274753 0.343536160364418 "TMe-403" "Purple" "Totally pigmented" 1.3 3.4
1318 1 3 1 5 1 1 1 4 3 1 3 1 1 2 1 0.686617485705409 0.948711250688985 1.00844962385594 1.57125814716312 1.45364646192888 1.36209705870312 -0.380633095274753 0.522359970176312 "TMe-404" "Green purple" "Central part" 3.33333333333333 16.6
1319 1 1 1 5 1 2 1 4 1 3 4 1 2 2 1 0.166246717961075 -0.316057522102364 1.05257322514916 -0.218520471130136 0.574999659553293 0.0637903714288939 0.0629559237167238 1.55556420464503 "TMe-405" "Purple" "Totally pigmented" 2.55 7.8
1320 1 3 1 5 3 1 3 2 5 1 2 1 1 2 2 -0.614309433655424 -0.185219373192914 0.125977597991565 0.805399389567866 0.166326728215811 0.807095726738567 -0.380633095274753 0.581967906780278 "TMe-406" "Green purple" "Central part" 3 8
1321 1 1 2 5 1 1 3 2 2 3 5 1 4 1 2 1.59726632925799 0.495139001136224 1.00844962385594 -0.0736732713240769 0.901938004623278 -0.0135133855233119 0.950133961699676 -0.868491883916198 "TMe-407" "Green purple" "Central part" 2 11.2
